genes,moduleNum,MM,MMpadj,Accession,Protein Name
111244965,Module.9,0.8127269993280684,3.0348904829800122e-15,NW_019211455.1,"cytochrome b-c1 complex subunit 6, mitochondrial-like"
111255374,Module.9,0.8823628591132667,6.192131909272799e-21,NW_019211454.1,NADH dehydrogenase
111255627,Module.9,0.8014900572027428,1.5201087271428478e-14,NW_019211454.1,tachykinin-like peptides receptor 99D
111255627,Module.9,0.8014900572027428,1.5201087271428478e-14,NW_019211454.1,tachykinin-like peptides receptor 99D
111243035,Module.9,0.7715768255907525,6.825449333940134e-13,NW_019211454.1,nidogen-2-like
111250993,Module.9,0.687298162371453,2.4017212951171473e-9,NW_019211454.1,uncharacterized protein LOC111250993
111243784,Module.9,0.8695517361283709,1.1950584787752766e-19,NW_019211455.1,cystatin-B-like
111245189,Module.9,0.7316771259400507,4.8321481618326435e-11,NW_019211454.1,uncharacterized protein LOC111245189
111244168,Module.9,0.9124373933009537,1.231692525157992e-24,NW_019211455.1,NADH dehydrogenase
111244889,Module.9,0.8363032420451525,7.166464379392234e-17,NW_019211455.1,uncharacterized protein LOC111244889
111246491,Module.9,0.7243380052359015,9.735169349055858e-11,NW_019211456.1,Kv channel-interacting protein 4-like
111246014,Module.9,0.9034514538291616,2.0961067231622678e-23,NW_019211455.1,"ATP synthase subunit O, mitochondrial-like"
111250180,Module.9,0.688517105817311,2.178791970342517e-9,NW_019211457.1,thioredoxin-like
111249640,Module.9,0.8062042291102909,7.851966692032123e-15,NW_019211457.1,uncharacterized protein LOC111249640 isoform X2
111249640,Module.9,0.8062042291102909,7.851966692032123e-15,NW_019211457.1,uncharacterized protein LOC111249640 isoform X1
111247862,Module.9,0.7758697086642378,4.0917717469464743e-13,NW_019211456.1,leucine-rich repeat-containing protein 20-like isoform X1
111247862,Module.9,0.7758697086642378,4.0917717469464743e-13,NW_019211456.1,leucine-rich repeat-containing protein 2-like isoform X2
111247862,Module.9,0.7758697086642378,4.0917717469464743e-13,NW_019211456.1,leucine-rich repeat-containing protein 20-like isoform X3
111250285,Module.9,0.7489626589050926,8.430693788853812e-12,NW_019211457.1,uncharacterized protein LOC111250285
111246302,Module.9,0.7739854010376306,5.133330144064636e-13,NW_019211456.1,"ATP synthase subunit delta, mitochondrial-like"
111248124,Module.9,0.6893970984681024,2.0298187245747013e-9,NW_019211456.1,UPF0462 protein C4orf33 homolog isoform X2
111248124,Module.9,0.6893970984681024,2.0298187245747013e-9,NW_019211456.1,UPF0462 protein C4orf33 homolog isoform X1
111248124,Module.9,0.6893970984681024,2.0298187245747013e-9,NW_019211456.1,UPF0462 protein C4orf33-like isoform X3
111247393,Module.9,0.7145909696730365,2.382702585463084e-10,NW_019211456.1,high affinity copper uptake protein 1-like isoform X2
111247393,Module.9,0.7145909696730365,2.382702585463084e-10,NW_019211456.1,high affinity copper uptake protein 1-like isoform X1
111247393,Module.9,0.7145909696730365,2.382702585463084e-10,NW_019211456.1,high affinity copper uptake protein 1-like isoform X3
111247393,Module.9,0.7145909696730365,2.382702585463084e-10,NW_019211456.1,high affinity copper uptake protein 1-like isoform X3
111246969,Module.9,0.9346301734116478,2.4254639141027866e-28,NW_019211456.1,"ATP synthase subunit g, mitochondrial-like"
111248915,Module.9,0.726704487161008,7.785149644750412e-11,NW_019211457.1,uncharacterized protein LOC111248915
111248915,Module.9,0.726704487161008,7.785149644750412e-11,NW_019211457.1,uncharacterized protein LOC111248915
111248915,Module.9,0.726704487161008,7.785149644750412e-11,NW_019211457.1,uncharacterized protein LOC111248915
111249529,Module.9,0.9232902661324137,2.5927362079245456e-26,NW_019211457.1,cytochrome c oxidase subunit NDUFA4-like
111249021,Module.9,0.8077766444320575,6.266506689734154e-15,NW_019211457.1,receptor-type tyrosine-protein phosphatase alpha-like
111249021,Module.9,0.8077766444320575,6.266506689734154e-15,NW_019211457.1,receptor-type tyrosine-protein phosphatase alpha-like
111249021,Module.9,0.8077766444320575,6.266506689734154e-15,NW_019211457.1,receptor-type tyrosine-protein phosphatase alpha-like
111249021,Module.9,0.8077766444320575,6.266506689734154e-15,NW_019211457.1,receptor-type tyrosine-protein phosphatase alpha-like
111249021,Module.9,0.8077766444320575,6.266506689734154e-15,NW_019211457.1,receptor-type tyrosine-protein phosphatase alpha-like
111249021,Module.9,0.8077766444320575,6.266506689734154e-15,NW_019211457.1,receptor-type tyrosine-protein phosphatase alpha-like
111249021,Module.9,0.8077766444320575,6.266506689734154e-15,NW_019211457.1,receptor-type tyrosine-protein phosphatase alpha-like
111249201,Module.9,0.850798355364479,5.3858690805265e-18,NW_019211457.1,growth hormone-inducible transmembrane protein-like
111249201,Module.9,0.850798355364479,5.3858690805265e-18,NW_019211457.1,growth hormone-inducible transmembrane protein-like
111248148,Module.9,0.7606246715529003,2.3860121728794925e-12,NW_019211456.1,uncharacterized protein LOC111248148
111248568,Module.9,0.5807607561452861,2.6205018537236037e-6,NW_019211457.1,acetylcholinesterase-1-like isoform X2
111248568,Module.9,0.5807607561452861,2.6205018537236037e-6,NW_019211457.1,carboxylesterase 1C-like isoform X1
111248568,Module.9,0.5807607561452861,2.6205018537236037e-6,NW_019211457.1,acetylcholinesterase-1-like isoform X3
111246841,Module.9,0.8861244967291567,2.430046850557662e-21,NW_019211456.1,coiled-coil-helix-coiled-coil-helix domain-containing protein 2-like
111249853,Module.9,0.8805647005195052,9.58075345295191e-21,NW_019211457.1,GPI mannosyltransferase 1-like
111248663,Module.9,0.8688504323116873,1.3901559800038257e-19,NW_019211457.1,cytochrome b-c1 complex subunit 7-like
111249604,Module.9,0.7003771218038544,8.202289746644879e-10,NW_019211457.1,ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like isoform X1
111249604,Module.9,0.7003771218038544,8.202289746644879e-10,NW_019211457.1,ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like isoform X2
111249604,Module.9,0.7003771218038544,8.202289746644879e-10,NW_019211457.1,ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like isoform X2
111249604,Module.9,0.7003771218038544,8.202289746644879e-10,NW_019211457.1,ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like isoform X2
111249604,Module.9,0.7003771218038544,8.202289746644879e-10,NW_019211457.1,ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like isoform X2
111249604,Module.9,0.7003771218038544,8.202289746644879e-10,NW_019211457.1,ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like isoform X3
111250109,Module.9,0.81641293065215,1.7555266489180668e-15,NW_019211457.1,tropomyosin-like
111248051,Module.9,0.728384447960484,6.631943415521511e-11,NW_019211456.1,uncharacterized protein LOC111248051
111252053,Module.9,0.8963405242916013,1.6149293724909976e-22,NW_019211458.1,NADH dehydrogenase
111250955,Module.9,0.723869605173893,1.0177528794539281e-10,NW_019211458.1,uncharacterized protein LOC111250955
111251058,Module.9,0.9211588838077802,5.763517692628507e-26,NW_019211458.1,"cytochrome c oxidase subunit 5A, mitochondrial-like"
111251111,Module.9,0.8587503811250397,1.1508032088090235e-18,NW_019211458.1,"ATP synthase lipid-binding protein, mitochondrial-like"
111252023,Module.9,0.8661813839134512,2.464986298835713e-19,NW_019211458.1,"putative cytochrome c oxidase subunit 7A3, mitochondrial"
111250305,Module.9,0.7219795305482956,1.2123552319562454e-10,NW_019211457.1,uncharacterized protein LOC111250305
111250595,Module.9,0.741447022968831,1.830193245758928e-11,NW_019211458.1,uncharacterized protein LOC111250595
111253379,Module.9,0.6949258037826228,1.291200105267293e-9,NW_019211459.1,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog
111253281,Module.9,0.7420313512478612,1.7250853714276947e-11,NW_019211459.1,troponin I-like isoform X1
111253281,Module.9,0.7420313512478612,1.7250853714276947e-11,NW_019211459.1,troponin I-like isoform X2
111253800,Module.9,0.9034661819548238,2.088938335715388e-23,NW_019211460.1,MICOS complex subunit Mic10-like
111253800,Module.9,0.9034661819548238,2.088938335715388e-23,NW_019211460.1,MICOS complex subunit Mic10-like
111254141,Module.9,0.8526677614868997,3.781862126702507e-18,NW_019211460.1,"cytochrome c oxidase subunit 7C, mitochondrial-like"
111252649,Module.9,0.8870761382950444,1.9101827159602035e-21,NW_019211459.1,uncharacterized protein LOC111252649 isoform X2
111252649,Module.9,0.8870761382950444,1.9101827159602035e-21,NW_019211459.1,uncharacterized protein LOC111252649 isoform X1
111251195,Module.9,0.745816876361048,1.1689278611304733e-11,NW_019211458.1,uncharacterized protein LOC111251195 isoform X1
111251195,Module.9,0.745816876361048,1.1689278611304733e-11,NW_019211458.1,uncharacterized protein LOC111251195 isoform X2
111254601,Module.9,0.7797701411032228,2.5584532601187947e-13,NW_019211460.1,mitochondrial import inner membrane translocase subunit TIM14-like isoform X1
111254601,Module.9,0.7797701411032228,2.5584532601187947e-13,NW_019211460.1,mitochondrial import inner membrane translocase subunit TIM14-like isoform X2
111251520,Module.9,0.7425262894562535,1.638601749016541e-11,NW_019211458.1,heat shock protein Hsp-16.1/Hsp-16.11-like isoform X2
111251520,Module.9,0.7425262894562535,1.638601749016541e-11,NW_019211458.1,major egg antigen-like isoform X1
111251520,Module.9,0.7425262894562535,1.638601749016541e-11,NW_019211458.1,major egg antigen-like isoform X3
111251520,Module.9,0.7425262894562535,1.638601749016541e-11,NW_019211458.1,major egg antigen-like isoform X3
111251520,Module.9,0.7425262894562535,1.638601749016541e-11,NW_019211458.1,major egg antigen-like isoform X3
111252565,Module.9,0.7789317498742678,2.83216070580523e-13,NW_019211459.1,troponin C
111251804,Module.9,0.8791005301551276,1.3581756439870073e-20,NW_019211458.1,"ATP synthase subunit e, mitochondrial-like"
111252854,Module.9,0.9222455482616868,3.8366399049130626e-26,NW_019211459.1,"putative ATP synthase subunit f, mitochondrial"
111251417,Module.9,0.7257890000862309,8.490612097084834e-11,NW_019211458.1,uncharacterized protein LOC111251417
111253109,Module.9,0.8589322924552806,1.110422252158203e-18,NW_019211459.1,NADH dehydrogenase
111253948,Module.9,0.7178141044732841,1.7825565881647542e-10,NW_019211460.1,uncharacterized protein LOC111253948
111252397,Module.9,0.738067709922565,2.573324942395581e-11,NW_019211459.1,NADH dehydrogenase
111252592,Module.9,0.7337839966821813,3.932027500455528e-11,NW_019211459.1,muscle LIM protein 1-like
111252592,Module.9,0.7337839966821813,3.932027500455528e-11,NW_019211459.1,muscle LIM protein 1-like
111254122,Module.9,0.8774034115421465,2.023267342083991e-20,NW_019211460.1,uncharacterized protein LOC111254122
111254343,Module.9,0.6291469629585711,1.5347480775770983e-7,NW_019211460.1,nuclear mitotic apparatus protein 1-like
111254070,Module.9,0.7705446902726242,7.692426840538384e-13,NW_019211460.1,"cytochrome b-c1 complex subunit 2, mitochondrial-like"
111254070,Module.9,0.7705446902726242,7.692426840538384e-13,NW_019211460.1,"cytochrome b-c1 complex subunit 2, mitochondrial-like"
111254622,Module.9,0.6552070665586955,2.67069624006816e-8,NW_019211460.1,uncharacterized protein LOC111254622
111254126,Module.9,0.8601873293665322,8.595743235499701e-19,NW_019211460.1,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
111254776,Module.9,0.8765098063384401,2.4892444301189044e-20,NW_019211460.1,"39S ribosomal protein L23, mitochondrial-like"
111253808,Module.9,0.8650948886300308,3.1080299410027217e-19,NW_019211460.1,succinate dehydrogenase
111253808,Module.9,0.8650948886300308,3.1080299410027217e-19,NW_019211460.1,succinate dehydrogenase
