genes,moduleNum,MM,MMpadj,Accession,Protein Name
111253892,Module.3,0.8621933361914397,5.694883557495785e-19,NW_019211454.1,poly(ADP-ribose) glycohydrolase-like isoform X4
111253892,Module.3,0.8621933361914397,5.694883557495785e-19,NW_019211454.1,poly(ADP-ribose) glycohydrolase-like isoform X7
111253892,Module.3,0.8621933361914397,5.694883557495785e-19,NW_019211454.1,poly(ADP-ribose) glycohydrolase-like isoform X3
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X3
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X2
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X1
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X1
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X1
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X4
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X4
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X4
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X5
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X7
111254906,Module.3,0.976741428955048,9.824512038707278e-42,NW_019211454.1,anoctamin-7-like isoform X6
111243222,Module.3,0.9705534373331409,1.1620390855352416e-38,NW_019211454.1,uncharacterized protein LOC111243222
111253848,Module.3,0.8945092349628483,2.6703509036871317e-22,NW_019211454.1,uncharacterized protein LOC111253848
111253848,Module.3,0.8945092349628483,2.6703509036871317e-22,NW_019211454.1,uncharacterized protein LOC111253848
111253848,Module.3,0.8945092349628483,2.6703509036871317e-22,NW_019211454.1,uncharacterized protein LOC111253848
111253748,Module.3,0.9678065631438714,1.7004298486364848e-37,NW_019211454.1,venom allergen 5-like
111251027,Module.3,0.9550678652179971,3.723131783402519e-33,NW_019211454.1,uncharacterized protein LOC111251027
111255431,Module.3,0.917206644470119,2.4324590394480513e-25,NW_019211454.1,uncharacterized protein LOC111255431
111250008,Module.3,0.9837489296947755,2.732644898773997e-46,NW_019211454.1,estradiol 17-beta-dehydrogenase 2-like isoform X1
111250008,Module.3,0.9837489296947755,2.732644898773997e-46,NW_019211454.1,estradiol 17-beta-dehydrogenase 2-like isoform X1
111250008,Module.3,0.9837489296947755,2.732644898773997e-46,NW_019211454.1,retinol dehydrogenase 16-like isoform X2
111255246,Module.3,0.9681328384375103,1.2503261873693426e-37,NW_019211454.1,uncharacterized protein LOC111255246
111243620,Module.3,0.9534562966651513,1.0614367305164706e-32,NW_019211455.1,histone-lysine N-methyltransferase SMYD3-like
111247197,Module.3,0.9732062802854223,6.777745155245858e-40,NW_019211454.1,uncharacterized protein LOC111247197
111253173,Module.3,0.9078826418972077,5.393326435955153e-24,NW_019211454.1,uncharacterized protein LOC111253173 isoform X2
111253173,Module.3,0.9078826418972077,5.393326435955153e-24,NW_019211454.1,uncharacterized protein LOC111253173 isoform X1
111251826,Module.3,0.5599797504397583,7.70225773050362e-6,NW_019211454.1,uncharacterized protein LOC111251826 isoform X2
111251826,Module.3,0.5599797504397583,7.70225773050362e-6,NW_019211454.1,uncharacterized protein LOC111251826 isoform X1
111242794,Module.3,0.797473123469983,2.6275186115992557e-14,NW_019211454.1,extensin-like isoform X1
111242794,Module.3,0.797473123469983,2.6275186115992557e-14,NW_019211454.1,extensin-like isoform X2
111242794,Module.3,0.797473123469983,2.6275186115992557e-14,NW_019211454.1,extensin-like isoform X2
111251836,Module.3,0.9800713461062222,9.75359940879558e-44,NW_019211454.1,serine/threonine-protein phosphatase PP1-gamma catalytic subunit-like
111251836,Module.3,0.9800713461062222,9.75359940879558e-44,NW_019211454.1,serine/threonine-protein phosphatase PP1-gamma catalytic subunit-like
111251836,Module.3,0.9800713461062222,9.75359940879558e-44,NW_019211454.1,serine/threonine-protein phosphatase PP1-gamma catalytic subunit-like
111251836,Module.3,0.9800713461062222,9.75359940879558e-44,NW_019211454.1,serine/threonine-protein phosphatase PP1-gamma catalytic subunit-like
111251836,Module.3,0.9800713461062222,9.75359940879558e-44,NW_019211454.1,serine/threonine-protein phosphatase PP1-gamma catalytic subunit-like
111251836,Module.3,0.9800713461062222,9.75359940879558e-44,NW_019211454.1,serine/threonine-protein phosphatase PP1-gamma catalytic subunit-like
111251836,Module.3,0.9800713461062222,9.75359940879558e-44,NW_019211454.1,serine/threonine-protein phosphatase PP1-gamma catalytic subunit-like
111242813,Module.3,0.6797945603203804,4.332250548510059e-9,NW_019211454.1,band 4.1-like protein 5
111255379,Module.3,0.5882842789878562,1.7385669077367743e-6,NW_019211454.1,uncharacterized protein LOC111255379
111243244,Module.3,0.9687445550897402,6.977367828625959e-38,NW_019211454.1,signal peptide peptidase-like 2B isoform X2
111243244,Module.3,0.9687445550897402,6.977367828625959e-38,NW_019211454.1,signal peptide peptidase-like 2A isoform X4
111243244,Module.3,0.9687445550897402,6.977367828625959e-38,NW_019211454.1,signal peptide peptidase-like 2A isoform X3
111243244,Module.3,0.9687445550897402,6.977367828625959e-38,NW_019211454.1,signal peptide peptidase-like 2B isoform X1
111243244,Module.3,0.9687445550897402,6.977367828625959e-38,NW_019211454.1,signal peptide peptidase-like 2B isoform X1
111245443,Module.3,0.9281646904324122,3.7541437928674116e-27,NW_019211455.1,transcription factor RFX4-like
111245161,Module.3,0.9766049609598654,1.1692234142224183e-41,NW_019211455.1,uncharacterized protein LOC111245161
111243699,Module.3,0.7433182357412264,1.5125713829853567e-11,NW_019211455.1,oxysterol-binding protein-related protein 2-like isoform X1
111243699,Module.3,0.7433182357412264,1.5125713829853567e-11,NW_019211455.1,oxysterol-binding protein-related protein 2-like isoform X1
111243699,Module.3,0.7433182357412264,1.5125713829853567e-11,NW_019211455.1,oxysterol-binding protein-related protein 2-like isoform X1
111243699,Module.3,0.7433182357412264,1.5125713829853567e-11,NW_019211455.1,oxysterol-binding protein-related protein 2-like isoform X2
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X1
111254019,Module.3,0.9089236669505087,3.8859850829247456e-24,NW_019211454.1,FGGY carbohydrate kinase domain-containing protein-like isoform X2
111243254,Module.3,0.8151045499904744,2.1353548765719937e-15,NW_019211454.1,uncharacterized protein LOC111243254 isoform X1
111243254,Module.3,0.8151045499904744,2.1353548765719937e-15,NW_019211454.1,uncharacterized protein LOC111243254 isoform X2
111243254,Module.3,0.8151045499904744,2.1353548765719937e-15,NW_019211454.1,uncharacterized protein LOC111243254 isoform X2
111243254,Module.3,0.8151045499904744,2.1353548765719937e-15,NW_019211454.1,uncharacterized protein LOC111243254 isoform X2
111243254,Module.3,0.8151045499904744,2.1353548765719937e-15,NW_019211454.1,uncharacterized protein LOC111243254 isoform X2
111243254,Module.3,0.8151045499904744,2.1353548765719937e-15,NW_019211454.1,uncharacterized protein LOC111243254 isoform X2
111251924,Module.3,0.7793052789732289,2.7067472118460347e-13,NW_019211454.1,uncharacterized protein LOC111251924
111255586,Module.3,0.4288113502445931,0.0014830901488321017,NW_019211454.1,vasopressin V1b receptor-like
111245005,Module.3,0.7124956683682502,2.8738405755102776e-10,NW_019211455.1,Golgi resident protein GCP60-like
111243242,Module.3,0.9210117647526543,6.080123268657934e-26,NW_019211454.1,uncharacterized protein LOC111243242 isoform X2
111243242,Module.3,0.9210117647526543,6.080123268657934e-26,NW_019211454.1,uncharacterized protein LOC111243242 isoform X4
111243242,Module.3,0.9210117647526543,6.080123268657934e-26,NW_019211454.1,uncharacterized protein LOC111243242 isoform X1
111243254,Module.3,0.8151045499904744,2.1353548765719937e-15,NW_019211454.1,uncharacterized protein LOC111243254 isoform X2
111245453,Module.3,0.97501503881,8.372435003569187e-41,NW_019211455.1,uncharacterized protein LOC111245453
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X2"
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X5"
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X6"
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X7"
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X3"
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X1"
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X4"
111243242,Module.3,0.9210117647526543,6.080123268657934e-26,NW_019211454.1,uncharacterized protein LOC111243242 isoform X3
111246313,Module.3,0.5010609002630931,1.1072980627229547e-4,NW_019211454.1,uncharacterized protein LOC111246313
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X2
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X2
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X2
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X2
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X2
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X2
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X2
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X4
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X1
111244317,Module.3,0.7993807311288106,2.0284923539656593e-14,NW_019211454.1,uncharacterized protein LOC111244317 isoform X3
111243022,Module.3,0.6464656524456206,4.889955971357488e-8,NW_019211454.1,PI-PLC X domain-containing protein 3-like isoform X1
111243022,Module.3,0.6464656524456206,4.889955971357488e-8,NW_019211454.1,PI-PLC X domain-containing protein 3-like isoform X1
111243022,Module.3,0.6464656524456206,4.889955971357488e-8,NW_019211454.1,PI-PLC X domain-containing protein 3-like isoform X2
111252855,Module.3,0.823978436888995,5.442370519439198e-16,NW_019211454.1,uncharacterized protein LOC111252855
111244719,Module.3,0.927721406231758,4.505054013729035e-27,NW_019211455.1,uncharacterized protein LOC111244719 isoform X1
111244719,Module.3,0.927721406231758,4.505054013729035e-27,NW_019211455.1,uncharacterized protein LOC111244719 isoform X2
111244461,Module.3,0.9717919705215333,3.241329288750765e-39,NW_019211455.1,solute carrier family 35 member G1-like
111244008,Module.3,0.9541020393326582,7.049562824103594e-33,NW_019211455.1,uncharacterized protein LOC111244008
111244591,Module.3,0.9769338219867731,7.667444508101617e-42,NW_019211455.1,uncharacterized protein LOC111244591
111244670,Module.3,0.9778753308902891,2.2261541620449628e-42,NW_019211455.1,uncharacterized protein LOC111244670
111255287,Module.3,0.8323316543528433,1.4038696844613603e-16,NW_019211454.1,uncharacterized protein LOC111255287 isoform X1
111255287,Module.3,0.8323316543528433,1.4038696844613603e-16,NW_019211454.1,uncharacterized protein LOC111255287 isoform X2
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X8"
111244697,Module.3,0.8917962334104206,5.577039307435758e-22,NW_019211454.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X9"
111248175,Module.3,0.7510567001108764,6.74503629477942e-12,NW_019211454.1,uncharacterized protein LOC111248175
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X3
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X3
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X5
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X1
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X1
111244569,Module.3,0.9521551580942339,2.4128994060370535e-32,NW_019211455.1,EH domain-containing protein 1-like isoform X1
111244569,Module.3,0.9521551580942339,2.4128994060370535e-32,NW_019211455.1,EH domain-containing protein 1-like isoform X2
111244569,Module.3,0.9521551580942339,2.4128994060370535e-32,NW_019211455.1,EH domain-containing protein 1-like isoform X3
111244739,Module.3,0.9793077273554378,3.004247759557803e-43,NW_019211455.1,uncharacterized protein LOC111244739
111249502,Module.3,0.9858238078907815,5.869727201934352e-48,NW_019211454.1,tyrosine-protein phosphatase MSG5-like
111251794,Module.3,0.9306833913792995,1.3417766866716734e-27,NW_019211454.1,uncharacterized protein LOC111251794 isoform X4
111251794,Module.3,0.9306833913792995,1.3417766866716734e-27,NW_019211454.1,uncharacterized protein LOC111251794 isoform X2
111251794,Module.3,0.9306833913792995,1.3417766866716734e-27,NW_019211454.1,uncharacterized protein LOC111251794 isoform X1
111251794,Module.3,0.9306833913792995,1.3417766866716734e-27,NW_019211454.1,uncharacterized protein LOC111251794 isoform X3
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X2
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X4
111242959,Module.3,0.9713698611720718,5.082271643901454e-39,NW_019211454.1,uncharacterized protein LOC111242959 isoform X6
111243878,Module.3,0.8568277524470586,1.6828533561811582e-18,NW_019211455.1,twisted gastrulation protein homolog 1-like
111243878,Module.3,0.8568277524470586,1.6828533561811582e-18,NW_019211455.1,twisted gastrulation protein homolog 1-like
111243878,Module.3,0.8568277524470586,1.6828533561811582e-18,NW_019211455.1,twisted gastrulation protein homolog 1-like
111244680,Module.3,0.8394975962204342,4.151264349609992e-17,NW_019211455.1,uncharacterized protein LOC111244680 isoform X2
111244680,Module.3,0.8394975962204342,4.151264349609992e-17,NW_019211455.1,GTP-binding nuclear protein Ran-like isoform X1
111244680,Module.3,0.8394975962204342,4.151264349609992e-17,NW_019211455.1,uncharacterized protein LOC111244680 isoform X3
111245361,Module.3,0.9570137348162148,9.819400439277527e-34,NW_019211455.1,pre-mRNA-splicing factor ISY1 homolog
111245361,Module.3,0.9570137348162148,9.819400439277527e-34,NW_019211455.1,pre-mRNA-splicing factor ISY1 homolog
111247255,Module.3,0.8581464510353218,1.2951165665208464e-18,NW_019211454.1,cytoplasmic tRNA 2-thiolation protein 1-like
111242936,Module.3,0.9832363103240698,6.563317363919196e-46,NW_019211454.1,uncharacterized protein LOC111242936
111242937,Module.3,0.44400038992687596,9.085719616905903e-4,NW_019211454.1,uncharacterized protein LOC111242937
111246164,Module.3,0.9158583304119802,3.906170205417605e-25,NW_019211454.1,uncharacterized protein LOC111246164 isoform X1
111246164,Module.3,0.9158583304119802,3.906170205417605e-25,NW_019211454.1,uncharacterized protein LOC111246164 isoform X2
111246164,Module.3,0.9158583304119802,3.906170205417605e-25,NW_019211454.1,uncharacterized protein LOC111246164 isoform X2
111244702,Module.3,0.9789756564081344,4.735083077622302e-43,NW_019211455.1,pancreatic lipase-related protein 2-like
111243794,Module.3,0.822763647375462,6.605589997596971e-16,NW_019211455.1,serine/threonine-protein kinase RIO3-like isoform X1
111243794,Module.3,0.822763647375462,6.605589997596971e-16,NW_019211455.1,serine/threonine-protein kinase RIO3-like isoform X2
111243722,Module.3,0.978863525008168,5.579706402768492e-43,NW_019211455.1,uncharacterized protein LOC111243722
111243722,Module.3,0.978863525008168,5.579706402768492e-43,NW_019211455.1,uncharacterized protein LOC111243722
111243722,Module.3,0.978863525008168,5.579706402768492e-43,NW_019211455.1,uncharacterized protein LOC111243722
111245460,Module.3,0.9862759757102663,2.373816225045789e-48,NW_019211455.1,proline-rich protein 36-like
111245460,Module.3,0.9862759757102663,2.373816225045789e-48,NW_019211455.1,proline-rich protein 36-like
111245460,Module.3,0.9862759757102663,2.373816225045789e-48,NW_019211455.1,proline-rich protein 36-like
111245704,Module.3,0.6058035851276163,6.406198716227063e-7,NW_019211455.1,ras-like protein family member 11B isoform X1
111245704,Module.3,0.6058035851276163,6.406198716227063e-7,NW_019211455.1,ras-related protein rapA-like isoform X2
111245704,Module.3,0.6058035851276163,6.406198716227063e-7,NW_019211455.1,ras-related protein rapA-like isoform X2
111245704,Module.3,0.6058035851276163,6.406198716227063e-7,NW_019211455.1,ras-related protein rapA-like isoform X2
111244558,Module.3,0.7134072018852768,2.6487438272003745e-10,NW_019211455.1,SET domain-containing protein 4-like isoform X1
111244558,Module.3,0.7134072018852768,2.6487438272003745e-10,NW_019211455.1,SET domain-containing protein 4-like isoform X1
111244558,Module.3,0.7134072018852768,2.6487438272003745e-10,NW_019211455.1,uncharacterized protein LOC111244558 isoform X2
111244558,Module.3,0.7134072018852768,2.6487438272003745e-10,NW_019211455.1,SET domain-containing protein 4-like isoform X3
111244558,Module.3,0.7134072018852768,2.6487438272003745e-10,NW_019211455.1,SET domain-containing protein 4-like isoform X3
111253358,Module.3,0.9557533914939612,2.3426320971084323e-33,NW_019211454.1,uncharacterized protein LOC111253358
111243029,Module.3,0.973797319755542,3.471238327995496e-40,NW_019211454.1,uncharacterized protein LOC111243029
111243029,Module.3,0.973797319755542,3.471238327995496e-40,NW_019211454.1,uncharacterized protein LOC111243029
111255553,Module.3,0.9853337885614818,1.4510705984428589e-47,NW_019211454.1,uncharacterized protein LOC111255553 isoform X1
111255553,Module.3,0.9853337885614818,1.4510705984428589e-47,NW_019211454.1,uncharacterized protein LOC111255553 isoform X2
111253247,Module.3,0.9568605736585155,1.0913424176003659e-33,NW_019211454.1,P17/29C-like protein DDB_G0287399
111243169,Module.3,0.9758942937935177,2.876105609460385e-41,NW_019211454.1,liprin-alpha-4-like isoform X1
111243169,Module.3,0.9758942937935177,2.876105609460385e-41,NW_019211454.1,liprin-alpha-4-like isoform X3
111243169,Module.3,0.9758942937935177,2.876105609460385e-41,NW_019211454.1,trichohyalin-like isoform X2
111243169,Module.3,0.9758942937935177,2.876105609460385e-41,NW_019211454.1,uncharacterized protein LOC111243169 isoform X4
111243169,Module.3,0.9758942937935177,2.876105609460385e-41,NW_019211454.1,uncharacterized protein LOC111243169 isoform X5
111245460,Module.3,0.9862759757102663,2.373816225045789e-48,NW_019211455.1,proline-rich protein 36-like
111253982,Module.3,0.957830376397479,5.502943839121124e-34,NW_019211454.1,uncharacterized protein LOC111253982 isoform X2
111253982,Module.3,0.957830376397479,5.502943839121124e-34,NW_019211454.1,uncharacterized protein LOC111253982 isoform X2
111253982,Module.3,0.957830376397479,5.502943839121124e-34,NW_019211454.1,uncharacterized protein LOC111253982 isoform X1
